,t,mean,amp,var,both
1012,21.093869731800766,-10890564921423.947,,-10660204267232.752,
1013,21.11471347659504,-10882803736931.404,,-10650574592061.324,
1014,21.135557221389305,-10873255397551.031,,-10659744134860.73,
1015,21.156400966183575,-10856783372237.492,,-10664472928904.758,
1016,21.177244710977845,-10845336480914.264,,-10660835227186.48,
1017,21.198088455772115,-10852763141429.295,,-10654722812101.35,
1018,21.218932200566382,-10892518862854.283,,-10662452666319.145,
1019,21.239775945360652,-10967508479108.318,,-10696332419077.023,
1020,21.260619690154925,-11046404694518.195,,-10732088175353.422,
1021,21.281463434949192,-11100845951993.629,,-10744170220254.066,
1022,21.30230717974346,-11127647522411.596,,-10732069047290.113,
1023,21.32315092453773,-11126307334538.05,,-10703567597625.537,
1024,21.343994669332,-11104698302732.992,,-10677909264970.123,
1025,21.36483841412627,-11073932509074.365,,-10664352284389.984,
1026,21.385682158920538,-11040151245155.688,,-10658077174986.422,
1027,21.40652590371481,-11010223235324.215,,-10657138434080.428,
1028,21.427369648509078,-10981243455482.455,,-10651708915253.766,
1029,21.448213393303348,-10938752254090.648,,-10621543892280.635,
1030,21.46905713809762,-10899554136020.984,,-10586594127465.443,
1031,21.489900882891888,-10880960717109.871,,-10568118229538.617,
1032,21.510744627686158,-10888833108478.957,,-10575302283943.44,
1033,21.531588372480424,-10930263969656.629,,-10625495956337.967,
1034,21.552432117274698,-10981634177206.055,,-10690354246873.666,
1035,21.573275862068964,-11018430626117.066,,-10756284511550.91,
1036,21.594119606863234,-11019156822710.664,,-10793849879050.938,
1037,21.614963351657504,-10983978792815.361,,-10803112634249.094,
1038,21.635807096451774,-10915691304544.625,,-10778861648191.596,
1039,21.656650841246044,-10835565490057.66,,-10735612149204.451,
1040,21.67749458604031,-10776267026205.455,,-10705345467147.242,
1041,21.698338330834584,-10743937252126.1,,-10691541977199.969,
1042,21.719182075628854,-10725566627325.078,,-10686848891811.523,
1043,21.74002582042312,-10697481209413.541,,-10668641544904.85,
1044,21.76086956521739,-10660293705966.545,,-10632761960154.75,
1045,21.78171331001166,-10633045216078.906,,-10593951030052.654,
1046,21.80255705480593,-10627908637488.959,,-10561801208899.188,
1047,21.8234007996002,-10648456378187.447,,-10550082633243.129,
1048,21.84424454439447,-10683634122814.99,,-10557191616902.863,
1049,21.86508828918874,-10709094887279.297,,-10565667182873.842,
