,t,mean,amp,var,both
0,0.0,-199.3161830102858,2166.563833777382,-109.32761377380237,2345.712105998086
1,0.020843744794269533,-196.69139130397699,2025.9903775436312,-115.2327439918773,2137.8790350368927
2,0.041687489588539066,-192.86269513504024,1891.992648343103,-121.19942496297317,1934.6913516774425
3,0.0625312343828086,-187.56411561057138,1760.6089358191757,-127.61798882821496,1737.516060946215
4,0.08337497917707813,-181.38360607278193,1634.2933138939857,-134.13343782595115,1555.1942922533296
5,0.10421872397134765,-175.07710653309033,1508.8931276444403,-143.0336390780154,1376.3556136515606
6,0.1250624687656172,-168.8126036606993,1375.1831908986376,-154.36186225980538,1194.9240885351005
7,0.14590621355988673,-161.9741463351953,1234.824143574814,-166.90021384085503,1012.7941630651663
8,0.16674995835415626,-152.43390341333063,1097.437647787687,-178.6238570640294,844.9392590993715
9,0.1875937031484258,-141.19279546577792,971.1007213923613,-188.21507187945156,697.5360003798734
10,0.2084374479426953,-128.22982415888615,860.9327246332999,-192.56066712823744,573.5992226590646
11,0.22928119273696485,-114.7348950661823,770.726202657722,-190.8663184907187,471.28024792281917
12,0.2501249375312344,-101.41495208723273,691.816082756346,-183.36645086598378,376.5721672471665
13,0.2709686823255039,-88.73195856234689,603.7997108824754,-172.4164451004505,270.8079668833661
14,0.29181242711977345,-77.25986894463881,503.56647138032014,-160.26541929451764,147.5690744095112
15,0.312656171914043,-66.36173378004362,381.8143544911868,-148.7509087018214,-4.913060289309807
16,0.3334999167083125,-56.12854584771327,246.9012900680368,-140.17058055223745,-176.00711211171136
17,0.35434366150258206,-46.476311813046,93.062124073223,-135.04062955254824,-373.2770756801199
18,0.3751874062968516,-37.90899168365304,-85.13674553125047,-132.86877237220375,-593.1895838952227
19,0.3960311510911211,-32.442425489980096,-288.3074542321398,-134.62036644822763,-826.0359279541958
20,0.4168748958853906,-30.790556576142805,-511.1121397971582,-139.81732701781527,-1055.0014989817075
21,0.43771864067966015,-33.856313289112066,-742.437202204916,-147.8009875220902,-1270.3470877412562
22,0.4585623854739297,-40.04382227145112,-962.6520819617633,-157.3630976473059,-1471.9867254502822
23,0.4794061302681993,-48.485152398941175,-1171.2575225796818,-168.9624868522534,-1671.2254850576692
24,0.5002498750624688,-57.8154119843012,-1365.2502470665288,-182.68840737618075,-1875.4550723716943
25,0.5210936198567383,-67.95060769292917,-1544.2577163414169,-200.16526253420886,-2086.2788450800467
26,0.5419373646510078,-76.7699078261278,-1710.0202450443849,-220.41714753901596,-2299.63180868234
27,0.5627811094452774,-83.24439403502345,-1857.8602065191474,-241.11631764312742,-2516.950665811523
28,0.5836248542395469,-86.66012297550054,-2000.5260942073305,-261.42787821432745,-2746.500476884293
29,0.6044685990338164,-85.87618518588239,-2148.7631891052292,-277.41081986267216,-2989.783991873181
30,0.625312343828086,-80.12964121020349,-2304.2099853135255,-287.4784118582786,-3234.0604575220073
31,0.6461560886223555,-71.2753438542539,-2476.5984680073984,-292.6624459110897,-3476.9314000594068
32,0.666999833416625,-58.326371436462836,-2650.178339530296,-291.8634457163722,-3703.5902602207875
33,0.6878435782108946,-43.48054954557846,-2821.25597507757,-286.30665335086104,-3912.560562261288
34,0.7086873230051641,-28.025775978830698,-2988.5911889235463,-278.2976150660097,-4105.035946567158
35,0.7295310677994337,-16.189715244514222,-3154.816073603967,-273.1497410613513,-4290.502718888293
36,0.7503748125937032,-11.374097394005922,-3315.04964126501,-274.4034614520956,-4460.605559716427
37,0.7712185573879727,-14.964812448236877,-3476.542523852619,-284.26407045942483,-4627.521078706757
38,0.7920623021822422,-24.53305314830214,-3651.0425770794996,-300.03319005583654,-4804.003367893943
39,0.8129060469765117,-38.18896946565946,-3842.9098952807144,-319.6071637720125,-5006.839832986166
40,0.8337497917707812,-53.37076469495135,-4049.584904396844,-340.60343824857716,-5243.067620288461
41,0.8545935365650508,-66.01176155253557,-4262.130848475163,-358.8616032140294,-5508.628727907561
42,0.8754372813593203,-75.95097281375956,-4484.706060998905,-373.65578195449746,-5806.431410937588
43,0.8962810261535898,-84.16832071564431,-4726.063925658029,-384.70251777380724,-6134.744096141149
44,0.9171247709478594,-92.02169750092128,-4985.597091683193,-393.11012785509314,-6476.516675327706
45,0.937968515742129,-100.01506317720082,-5256.7905153491565,-399.7314005159124,-6816.356615173192
46,0.9588122605363986,-106.49654883064689,-5530.830582303927,-402.9025908275969,-7137.54635778128
47,0.979656005330668,-106.86051994725504,-5791.59702305823,-399.01010092405465,-7427.885322466036
48,1.0004997501249375,-102.66785266171054,-6034.923423585704,-389.8190418666054,-7689.9046400073385
49,1.021343494919207,-95.08745421389006,-6260.41631909605,-376.3696199801102,-7928.469099977938
50,1.0421872397134766,-90.42582414348507,-6460.14556673923,-362.66574253816816,-8145.981324406456
51,1.0630309845077461,-90.54481470083786,-6650.050568661266,-350.60004497900263,-8361.505278041526
52,1.0838747293020157,-95.10845254754041,-6840.420982963756,-340.5089152161387,-8587.072585830625
53,1.1047184740962852,-103.00382600011824,-7038.410794259196,-333.29213844846805,-8828.31818840026
54,1.1255622188905547,-113.50999226990491,-7236.096216775745,-330.5100807155425,-9078.120120363472
55,1.1464059636848243,-126.38897024219469,-7432.693054608674,-334.76672576620706,-9327.369132246064
56,1.1672497084790938,-139.99589044770087,-7630.6910362857225,-345.5886290866494,-9572.390607495987
57,1.1880934532733634,-155.3246740125456,-7838.623935198763,-364.6315480697024,-9810.936785240521
58,1.208937198067633,-171.43739536700858,-8062.221337393679,-388.57425666341135,-10038.042626571632
59,1.2297809428619024,-189.48196341731432,-8297.019577760728,-414.5874256881895,-10249.682055760457
60,1.250624687656172,-207.85550536147753,-8513.695279110505,-437.6565476291806,-10430.308828428248
61,1.2714684324504415,-225.2001289567687,-8695.05393192479,-454.0951594177747,-10583.877907045928
62,1.292312177244711,-239.94095917940038,-8831.286547441205,-462.78269340533393,-10714.764814733293
63,1.3131559220389806,-250.643109896591,-8940.596986182698,-464.81149207035526,-10841.967917327804
64,1.33399966683325,-256.5926377642247,-9050.61476847999,-460.9014971506281,-10988.100187452279
65,1.3548434116275194,-257.4605688884439,-9175.696118129363,-452.00659966658077,-11153.7024102807
66,1.3756871564217892,-254.40181162002546,-9322.769619795503,-438.9127320420214,-11335.653465808397
67,1.3965309012160585,-249.88017044062397,-9485.527658943296,-424.7583416026156,-11528.498500195741
68,1.4173746460103283,-246.8284126167548,-9655.297669150277,-412.9455377337194,-11726.600600089405
69,1.4382183908045976,-246.54143539019853,-9820.514801152995,-406.92962635182573,-11921.191298765956
70,1.4590621355988673,-248.04631596848265,-9986.632541383846,-406.6429925304373,-12116.076478162206
71,1.4799058803931369,-249.56519543586703,-10141.026073151372,-410.66041467799926,-12293.727767170029
72,1.5007496251874064,-248.5502759760939,-10272.564742062747,-415.926988465156,-12441.747800377094
73,1.521593369981676,-245.07155203466579,-10373.152907736925,-420.5070833940214,-12554.188106208681
74,1.5424371147759455,-240.36092585241008,-10449.152505944341,-423.7101698350934,-12647.075682351548
75,1.563280859570215,-235.42631744454886,-10507.65063926522,-424.35457370631644,-12726.276988346583
76,1.5841246043644843,-231.9825907258713,-10557.403943781306,-421.67103243386265,-12800.341795160635
77,1.604968349158754,-231.81460405666732,-10619.317469931553,-417.176853310243,-12884.088828604014
78,1.6258120939530234,-235.25833077534497,-10705.056167102017,-412.7360076523277,-12991.305620495421
79,1.6466558387472932,-242.642744775761,-10822.98348319461,-410.44659060875483,-13123.951578675875
80,1.6674995835415625,-254.0308410588677,-10963.368759920957,-411.8585520234188,-13271.683211916377
81,1.6883433283358322,-266.70683513920267,-11110.718659654318,-415.8597391365014,-13416.440507462738
82,1.7091870731301015,-278.75287921002354,-11246.272689003823,-422.12921223105127,-13536.21751362653
83,1.7300308179243713,-288.39811380014083,-11351.094189296007,-428.7081834715707,-13612.77171554375
84,1.7508745627186406,-295.5025500185506,-11423.404410757325,-434.17489388220173,-13651.654120790328
85,1.7717183075129104,-303.4609184720797,-11475.555657950765,-437.942004422794,-13661.34367664247
86,1.7925620523071797,-312.5671958318348,-11532.851508917951,-437.3954274388539,-13673.645157872861
87,1.8134057971014492,-324.7322304600087,-11603.952244702918,-432.2120872439272,-13693.424297278552
88,1.8342495418957188,-337.947181770706,-11688.603051473912,-421.90590663372495,-13717.138638601771
89,1.8550932866899883,-350.1332147325301,-11782.575539663398,-406.9293942981591,-13748.594805739813
90,1.875937031484258,-360.12842155015517,-11876.46332788685,-387.8730755137738,-13778.275843711583
91,1.8967807762785274,-369.43768280186475,-11969.86030935906,-367.2232448431574,-13811.239436948332
92,1.9176245210727971,-378.8239379436261,-12061.98139876539,-347.80490602203724,-13846.911953513321
93,1.9384682658670664,-390.87698145899714,-12151.085604860544,-333.1262821682447,-13878.268876101118
94,1.959312010661336,-405.58981390342836,-12227.31863150694,-323.4424716454163,-13896.740218960462
95,1.9801557554556055,-421.1635780275291,-12274.879023756812,-316.00782929069845,-13884.583094660586
96,2.000999500249875,-434.2735376699739,-12271.975425548013,-308.3892652774799,-13819.010144447377
97,2.0218432450441446,-444.0797594847445,-12219.312242414975,-298.0759425796243,-13699.188745480818
98,2.042686989838414,-450.36526069078616,-12132.120515814613,-284.9709426378796,-13537.819437400174
